id,likes,quotes,replies,retweets,searchQuery,text,timestamp,tanggal,url,user_description,user_join,user_location,user_totalfollwer,user_following,user_totalikes,user_tweets,user_url,user_firstname,user_username,user_verified,user_website,username,verified
1.73E+18,0,0,0,0,#mahfudmd,"Alam Ganjar mengaku ia senang bersikap manja. Ia juga dekat dengan saudara dan sepupu-sepupunya

#bersamaGAMA #gpjos #ganjarpranowojos #ganjarpranowo #mahfudmd #ganjarmahfud2024
#ganjarmahfudsolid #mahfudmdsantri #beritapolitikterkini #tenangpak",2023-11-17T03:44:00.000Z,11/17/2023,https://twitter.com/gpjos_/status/1725359239487778834,"Official Instagram Ganjar Pranowo Jos #GPJos
Informasi, Edukasi, Validasi.",2021-07-06T01:39:00.000Z,,8516,308,255,251,https://twitter.com//gpjos_,Ganjar Pranowo Jos,@gpjos_,FALSE,,@gpjos_,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Sangat merakyat!
Pak Ganjar tidak malu harus menyetir motor sendiri
Keren... Pelan-pelan Pak sopir

#bersamaGAMA #gpjos #ganjarpranowojos #ganjarpranowo #mahfudmd #ganjarmahfud2024
#ganjarmahfudsolid #mahfudmdsantri #beritapolitikterkini #tenangpak",2023-11-17T02:48:00.000Z,11/17/2023,https://twitter.com/gpjos_/status/1725345234501169450,"Official Instagram Ganjar Pranowo Jos #GPJos
Informasi, Edukasi, Validasi.",2021-07-06T01:39:00.000Z,,8516,308,255,251,https://twitter.com//gpjos_,Ganjar Pranowo Jos,@gpjos_,FALSE,,@gpjos_,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Semoga perjuangan kita sukses mengantarkan Paslon GanjarMahfud jadi Presiden dan Wakil Presiden Indonesia tahun 2024.

#MahfudMD #Sholawat #GanjarMahfud2024 #PresGan2024 #LanjutGan #IndonesiaUnggul",2023-11-17T02:37:00.000Z,11/17/2023,https://twitter.com/presgan2024/status/1725342394332426561,,2023-07-23T09:08:00.000Z,,1151,12,1,279,https://twitter.com//presgan2024,Presiden Ganjar Pranowo,@presgan2024,FALSE,,@presgan2024,FALSE
1.73E+18,1,0,1,0,#mahfudmd,"Alhamdulillah, perwakilan relawan PresGan berkesempatan untuk hadir dalam acara Sholawat bareng Pak Mahfud. Acara berlangsung khidmat, dan perwakilan berkesempatan berikan jaket presGan sebagai bentuk dukungan semangat. 

#MahfudMD #GanjarMahfud2024 #PresGan2024 #LanjutGan",2023-11-17T02:32:00.000Z,11/17/2023,https://twitter.com/presgan2024/status/1725341027131883975,,2023-07-23T09:08:00.000Z,,1151,12,1,279,https://twitter.com//presgan2024,Presiden Ganjar Pranowo,@presgan2024,FALSE,,@presgan2024,FALSE
1.73E+18,1,0,0,0,#mahfudmd,Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,2023-11-17T02:01:00.000Z,11/17/2023,https://twitter.com/johan_andreasa/status/1725333375563759801,Kapan Hari Yang Lalu Berlalu,2012-12-27T04:10:00.000Z,"Kota Bukittinggi, Sumatera Bar",154,34,323,446,https://twitter.com//johan_andreasa,Johan Andreas,@johan_andreasa,FALSE,,@johan_andreasa,FALSE
1.73E+18,1,0,0,0,#mahfudmd,Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,2023-11-17T02:01:00.000Z,11/17/2023,https://twitter.com/johan_andreasa/status/1725333361693237283,Kapan Hari Yang Lalu Berlalu,2012-12-27T04:10:00.000Z,"Kota Bukittinggi, Sumatera Bar",154,34,323,446,https://twitter.com//johan_andreasa,Johan Andreas,@johan_andreasa,FALSE,,@johan_andreasa,FALSE
1.73E+18,1,0,0,0,#mahfudmd,Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,2023-11-17T02:00:00.000Z,11/17/2023,https://twitter.com/goodgirl_088/status/1725333160970617279,,2022-11-14T01:39:00.000Z,,17,55,392,429,https://twitter.com//goodgirl_088,good girl,@goodgirl_088,FALSE,,@goodgirl_088,FALSE
1.73E+18,1,0,0,0,#mahfudmd,Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,2023-11-17T01:59:00.000Z,11/17/2023,https://twitter.com/EvaMaharaniii/status/1725332895693504544,Indonesia,2022-09-09T03:57:00.000Z,"Kota Padang, Sumatera Barat",158,33,1454,1374,https://twitter.com//EvaMaharaniii,Eva Maharani,@EvaMaharaniii,FALSE,,@EvaMaharaniii,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Tentukan pilihanmu saat mencoblos nanti yaaa gaesss

Siapa nih pilihan kalian?? Tulis di kolom komentar

#cianjurekspres #newsekspres #pilpres2019 #anisbaswedan #marufamin #prabowo #gibranrakabumingraka #ganjarpranowo #mahfudmd",2023-11-17T07:38:00.000Z,11/17/2023,https://twitter.com/cianjurekspres/status/1725418046792364268,The Official Twitter Page of 'HU Cianjur Ekspres Informasi Iklan dan langganan 0877-1164-3942 LINK BIO linkin.bio/cianjurekspres,2011-10-18T16:30:00.000Z,"Cianjur, Indonesia",5998,728,2114,26537,https://twitter.com//cianjurekspres,Cianjur Ekspres,@cianjurekspres,FALSE,cianjur.jabarekspres.com/,,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Pak Mahfud MD menekankan untuk seluruh pendukungnya agar jangan berbuat kecurangan, berbuat kesewenang-wenangan, harus jujur dan adil! #GAMA #MahfudMD  #GanjarPranowo  #Gandara #gandaraindonesia #ZhaoLusi #JumatBerkah Qory Arhan Hadi Tjahjanto Cek Wa India 15 M Cikarang Coldplay",2023-11-17T05:18:00.000Z,11/17/2023,https://twitter.com/gandara_jatim/status/1725382803460911318,NKRI  -Berbagi itu indah-,2023-06-25T18:18:00.000Z,,107,139,111,130,https://twitter.com//gandara_jatim,Gandara Jatim,@gandara_jatim,FALSE,,,FALSE
1.73E+18,51,0,78,47,#mahfudmd,"Calon Presiden @ganjarpranowo dan Calon Wakil Presiden @mohmahfudmd akan mengoptimalkan potensi ekonomi biru pada sektor kelautan.

A Thread?

#GanjarPranowo
#MahfudMD
#GanjarMahfud2024
#GanjarPresiden 
#TegakLurusKonstitusi",2023-11-16T07:59:00.000Z,11/16/2023,https://twitter.com/SINDOnews/status/1725060901743870000,"Official Twitter account of Sindonews.com, MNC Media Group.",2010-12-28T08:22:00.000Z,"Jakarta Pusat, DKI Jakarta",408111,183,5768,1093955,https://twitter.com//SINDOnews,SINDOnews,@SINDOnews,TRUE,sindonews.com,@SINDOnews,TRUE
1.73E+18,0,0,0,0,#mahfudmd,"Pasangan Capres dan Cawapres paling ditakuti koruptor, pak #GanjarPranowo dan prof #mahfudmd.
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulsel
#JumatBerkah Coldplay #TimnasDay",2023-11-17T01:27:00.000Z,11/17/2023,https://twitter.com/Beren009988197/status/1725324815106703433,,2023-04-21T14:48:00.000Z,,4,34,46,112,https://twitter.com//Beren009988197,Pro Ganjar Mahfud Sulsel,@Beren009988197,FALSE,,@Beren009988197,FALSE
1.73E+18,1,0,1,0,#mahfudmd,"Pak #GanjarPranowo dan prof #mahfudmd, berkomitmen menghadirkan digitalisasi birokrasi agar Indonesia bebas korupsi.
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulteng
#JumatBerkah Coldplay #TimnasDay",2023-11-17T01:25:00.000Z,11/17/2023,https://twitter.com/Aelya1870183265/status/1725324338671603728,,2023-04-21T02:32:00.000Z,,2,16,67,118,https://twitter.com//Aelya1870183265,Pro Ganjar-Mahfud Sulteng,@Aelya1870183265,FALSE,,@Aelya1870183265,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Pasangan Capres dan Cawapres paling ditakuti koruptor, pak #GanjarPranowo dan prof #mahfudmd.
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulteng
#JumatBerkah Coldplay #TimnasDay",2023-11-17T01:25:00.000Z,11/17/2023,https://twitter.com/Aelya1870183265/status/1725324144462778482,,2023-04-21T02:32:00.000Z,,2,16,67,118,https://twitter.com//Aelya1870183265,Pro Ganjar-Mahfud Sulteng,@Aelya1870183265,FALSE,,@Aelya1870183265,FALSE
1.73E+18,23,0,29,1,#mahfudmd,"Calon Presiden @ganjarpranowo berkomitmen untuk mengembangkan seni dan budaya di Indonesia.

A Thread?

#GanjarPranowo
#MahfudMD
#GanjarMahfud2024
#GanjarPresiden 
#TegakLurusKonstitusi",2023-11-16T08:12:00.000Z,11/16/2023,https://twitter.com/officialinews_/status/1725064259317682659,"Akun resmi Official iNews 

TikTok: OfficialiNews
Facebook: iNews
Instagram: officialinewstv
Youtube: Official iNews",2010-04-12T06:26:00.000Z,iNews Tower,429848,16,213,163399,https://twitter.com//officialinews_,iNews,@officialinews_,TRUE,piped.video/channel/UCoSkllf…,@officialinews_,TRUE
1.73E+18,1,0,1,0,#mahfudmd,"Pasangan Capres dan Cawapres paling ditakuti koruptor, pak #GanjarPranowo dan prof #mahfudmd.
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsumbar
#JumatBerkah Coldplay #TimnasDay",2023-11-17T01:22:00.000Z,11/17/2023,https://twitter.com/Proganjarsumbar/status/1725323573924110597,,2023-09-12T08:27:00.000Z,,34,19,47,170,https://twitter.com//Proganjarsumbar,Pro Ganjar-Mahfud Sumbar,@Proganjarsumbar,FALSE,,@Proganjarsumbar,FALSE
1.73E+18,1,0,1,0,#mahfudmd,"Capres dan cawapres paling ditakuti koruptor, pak #GanjarPranowo dan prof #mahfudmd, berkomitmen menghadirkan digitalisasi birokrasi agar Indonesia bebas korupsi
 #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsumbar
#JumatBerkah Coldplay #TimnasDay",2023-11-17T01:22:00.000Z,11/17/2023,https://twitter.com/Proganjarsumbar/status/1725323389144019409,,2023-09-12T08:27:00.000Z,,34,19,47,170,https://twitter.com//Proganjarsumbar,Pro Ganjar-Mahfud Sumbar,@Proganjarsumbar,FALSE,,@Proganjarsumbar,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Salam metal

#ganjarpranowo #mahfudmd #ganjarmahfud2024 #ganjarpresiden #indonesia #depok #SalamMetal",2023-11-17T03:35:00.000Z,11/17/2023,https://twitter.com/JayadiDimas1/status/1725356837317276056,Sprinkling kindness everywhere I go.,2022-09-01T06:23:00.000Z,,288,500,71,376,https://twitter.com//JayadiDimas1,Jayadi Dimas,@JayadiDimas1,FALSE,instagram.com/jaya.dimass/,,FALSE
1.73E+18,0,0,0,0,#mahfudmd,Yang lurus saja bersama #GanjarPranowo dan #mahfudmd - #GAMA #GOFUD - #GanjarTulusMelayani #ganjarlebihbaik - #sahabatganjar #JawarakanGanjar #makganjar #mottoGP #GerakCepat #TanpaBeban,2023-11-17T00:15:00.000Z,11/17/2023,https://twitter.com/Denizha51352622/status/1725306676268707872,,2023-04-21T14:50:00.000Z,,7,8,0,119,https://twitter.com//Denizha51352622,Denizhan,@Denizha51352622,FALSE,,@Denizha51352622,FALSE
1.73E+18,3,0,0,2,#mahfudmd,"#ganjarforpresident2024
#mahfudmd",2023-11-16T23:19:00.000Z,11/16/2023,https://twitter.com/Grab171023/status/1725292554118377700,GRAB gerakan rakyat arus bawah,2023-10-17T13:39:00.000Z,,64,238,4,13,https://twitter.com//Grab171023,GRAB gerakan rakyat arus bawah,@Grab171023,FALSE,,@Grab171023,FALSE
1.72E+18,4,0,0,2,#mahfudmd,"#jabarbangkit
#pdiperjuangan
#dpdpdiperjuangan
#pdiperjuangankabbandung
#ganjarforpresident2024
#mahfudmd
#pdiperjuanganjabar",2023-11-16T00:43:00.000Z,11/16/2023,https://twitter.com/Grab171023/status/1724951335316099223,GRAB gerakan rakyat arus bawah,2023-10-17T13:39:00.000Z,,64,238,4,13,https://twitter.com//Grab171023,GRAB gerakan rakyat arus bawah,@Grab171023,FALSE,,@Grab171023,FALSE
1.72E+18,3,1,0,1,#mahfudmd,"#jabarbangkit
#pdiperjuangan
#dpdpdiperjuangan
#pdiperjuangankabbandung
#ganjarforpresident2024
#mahfudmd
#pdiperjuanganjabar",2023-11-14T04:38:00.000Z,11/14/2023,https://twitter.com/Grab171023/status/1724285731315863854,GRAB gerakan rakyat arus bawah,2023-10-17T13:39:00.000Z,,64,238,4,13,https://twitter.com//Grab171023,GRAB gerakan rakyat arus bawah,@Grab171023,FALSE,,@Grab171023,FALSE
1.73E+18,7,5,6,0,#mahfudmd,"Dokumen aneh yg tidak bertanggal, bulan dan tahun, jadi jgn percaya hoax
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA",2023-11-16T23:03:00.000Z,11/16/2023,https://twitter.com/GanjarPendukung/status/1725288480744550527,Kami adalah komunitas pendukung Capres No. 3 Ganjar Pranowo dan Mahfud MD untuk Calon Presiden 2024,2014-12-16T19:09:00.000Z,Sulawesi Utara,161,90,1165,1041,https://twitter.com//GanjarPendukung,Pendukung Ganjar,@GanjarPendukung,TRUE,,@GanjarPendukung,TRUE
1.73E+18,0,0,0,0,#mahfudmd,"Menyingkap Profil Mahfud MD, Sosok Calon Wakil Presiden Pendamping Ganjar Pranowo di Pilpres 2024

genmuslim.id/nasional/633292…
#MahfudMD #ganjarpranowo",2023-11-17T01:00:00.000Z,11/17/2023,https://twitter.com/soraisore/status/1725317960032731260,,2023-05-02T00:38:00.000Z,,0,8,21,92,https://twitter.com//soraisore,soraisore,@soraisore,FALSE,,,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Mahfud MD Masuk ke Kokpit Garuda Pose 3 Jari, Reza Amriel: Langgar Aturan Keselamatan Penerbangan
wartakota.tribunnews.com/202… lewat @tribunnews #MahfudMD #KokpitPesawat",2023-11-16T17:36:00.000Z,11/16/2023,https://twitter.com/WartaKota5/status/1725206183550783644,,2022-07-05T02:28:00.000Z,,15,135,96,3682,https://twitter.com//WartaKota5,Warta Kota Network Official,@WartaKota5,FALSE,,@WartaKota5,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"CERITA ALUMNI SMK JATENG 

Arhan #TimnasDay KDRT Irak Qory #IsraelIsATerrorist Irak
#ganjarpranowo #mahfudmd #ganjarmahfud #ganjarmahfud2024",2023-11-16T15:47:00.000Z,11/16/2023,https://twitter.com/remihime28469/status/1725178738843980276,,2023-10-02T10:01:00.000Z,,3,2,2,102,https://twitter.com//remihime28469,Remihime,@remihime28469,FALSE,,@remihime28469,FALSE
1.73E+18,0,0,1,0,#mahfudmd,"GANJAR-MAHFUD UNTUK INDONESIA 

Arhan #TimnasDay KDRT Irak Qory #IsraelIsATerrorist 
#ganjarpranowo #mahfudmd #ganjarmahfud #GanjarMahfudPilihanRakyat",2023-11-16T15:42:00.000Z,11/16/2023,https://twitter.com/remihime28469/status/1725177533237284963,,2023-10-02T10:01:00.000Z,,3,2,2,102,https://twitter.com//remihime28469,Remihime,@remihime28469,FALSE,,@remihime28469,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"MENUJU 2024 GANJAR-MAHFUD 

Arhan #TimnasDay KDRT Irak Qory #IsraelIsATerrorist 
#ganjarpranowo #mahfudmd #ganjarmahfud #ganjarmahfud2024",2023-11-16T15:41:00.000Z,11/16/2023,https://twitter.com/remihime28469/status/1725177381823168819,,2023-10-02T10:01:00.000Z,,3,2,2,102,https://twitter.com//remihime28469,Remihime,@remihime28469,FALSE,,@remihime28469,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"GANJAR-MAHFUD untuk Indonesia 

Arhan #TimnasDay KDRT Irak Qory #IsraelIsATerrorist 

#ganjarpranowo #ganjarmahfud2024 #mahfudmd",2023-11-16T16:33:00.000Z,11/16/2023,https://twitter.com/syahrul_idn/status/1725190308957393202,Jangan sampai hilang,2023-10-03T12:50:00.000Z,,2,0,0,120,https://twitter.com//syahrul_idn,syahruladuh,@syahrul_idn,FALSE,,,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Survei LPI: Ganjar Pranowo Unggul 37,45 Persen di Simulasi 3 Pasangan Calon

Sumber Official iNews

#ganjarpranowo #mahfudmd #ganjarmahfud2024 #survei #lpi",2023-11-16T17:27:00.000Z,11/16/2023,https://twitter.com/aankjalaludin/status/1725203923206881608,Maju,2021-04-03T07:10:00.000Z,Pucuk Awi,816,1272,5760,7876,https://twitter.com//aankjalaludin,Aang Jalaludin,@aankjalaludin,FALSE,piped.video/channel/UCuDS7un…,,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"TERIMAKASIH PAK GANJAR, SAYA BISA KERJA DI LUAR NEGERI DAN MERUBAH HIDUP KELUARGA SAYA 

Arhan #TimnasDay KDRT Irak Qory #IsraelIsATerrorist 
#ganjarpranowo #mahfudmd #ganjarmahfud #ganjarmahfud2024",2023-11-16T16:36:00.000Z,11/16/2023,https://twitter.com/syahrul_idn/status/1725191125491990661,Jangan sampai hilang,2023-10-03T12:50:00.000Z,,2,0,0,120,https://twitter.com//syahrul_idn,syahruladuh,@syahrul_idn,FALSE,,,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Jadilah pemilih cerdas & berkualitas pada Pemilu 2024
#hasilnourut #pilpres2024 #pemiluserentak2024 #capres #cawapres #aniesbaswedan #cakimin #prabowo #gibran #ganjarpranowo #mahfudmd",2023-11-16T16:07:00.000Z,11/16/2023,https://twitter.com/everyone_care/status/1725183858759659544,"Telisik, cermati, pahami!",2018-10-20T20:40:00.000Z,"East Java, Indonesia",127,110,107,3999,https://twitter.com//everyone_care,Jatim Berkelas,@everyone_care,FALSE,,,FALSE
1.72E+18,58,0,8,56,#mahfudmd,"Semoga Pemilu Indonesia berlangsung luber dan jurdil, menghasilkan keberkahan sehingga hasil pemimpin yang terpilih bisa membawa Indonesia semakin baik. 

#Pemilu #PresGan2024 #GanjarMahfud2024 #LanjutGan #IndonesiaUnggul #GanjarPranowo #MahfudMD #CapCut",2023-11-13T06:14:00.000Z,11/13/2023,https://twitter.com/presgan2024/status/1723947421150171182,,2023-07-23T09:08:00.000Z,,1151,12,1,279,https://twitter.com//presgan2024,Presiden Ganjar Pranowo,@presgan2024,FALSE,,@presgan2024,FALSE
1.72E+18,60,0,9,57,#mahfudmd,"Program Pak GANJAR, mengintegrasikan pendidikan dan pelatihan vokasi dengan dunia usaha.

Hasilnya, kurikulum pendidikan dan pelatihan akan sesuai dengan kebutuhan INDUSTRI.

#GanjarPranowo #MahfudMD #GanjarMahfud #PresGan2024 #LanjutGan #IndonesiaUnggul",2023-11-13T14:31:00.000Z,11/13/2023,https://twitter.com/presgan2024/status/1724072499045122364,,2023-07-23T09:08:00.000Z,,1151,12,1,279,https://twitter.com//presgan2024,Presiden Ganjar Pranowo,@presgan2024,FALSE,,@presgan2024,FALSE
1.73E+18,0,0,0,0,#mahfudmd,"Karena rame lanjut part 2 nih! Soal tenaga kerja & kemiskinan, pastinya pandangan Ganjar lebih jos! #GanjarPranowo #MahfudMD #salam",2023-11-16T15:00:00.000Z,11/16/2023,https://twitter.com/GPGerakCepat/status/1725167075658699225,Ganjar-Mahfud gerak cepat Indonesia pasti unggul.,2023-08-07T10:20:00.000Z,,32,1,0,242,https://twitter.com//GPGerakCepat,GPGerakCepat,@GPGerakCepat,FALSE,,@GPGerakCepat,FALSE
